fips,NAME,State,StateDummy,mean_pm25,mean_no2,mean_ozone,mean_winter_temp,mean_summer_temp,mean_winter_rm,mean_summer_rm,poverty,popdensity,median_house_value,pct_blk,median_household_income,owner_occupied,education,obese,smoke,prime_pecent,mid_pecent,population,confirmed,death,q_popdensity,date_since_social,beds,date_since_1st,q_time_since,X2013.code,cli,Population,Male_White_0-4,Male_White_5-17,Male_White_18-29,Male_White_30-39,Male_White_40-49,Male_White_50-64,Male_White_65-74,,Female_White_0-4,Female_White_5-17,Female_White_18-29,Female_White_30-39,Female_White_40-49,Female_White_50-64,Female_White_65-74,Female_White_75+,Male_Black/AfricanAmerican_0-4,Male_Black/AfricanAmerican_5-17,Male_Black/AfricanAmerican_18-29,Male_Black/AfricanAmerican_30-39,Male_Black/AfricanAmerican_40-49,Male_Black/AfricanAmerican_50-64,Male_Black/AfricanAmerican_65-74,Male_Black/AfricanAmerican_75+,Female_Black/AfricanAmerican_0-4,Female_Black/AfricanAmerican_5-17,Female_Black/AfricanAmerican_18-29,Female_Black/AfricanAmerican_30-39,Female_Black/AfricanAmerican_40-49,Female_Black/AfricanAmerican_50-64,Female_Black/AfricanAmerican_65-74,Female_Black/AfricanAmerican_75+,Male_OtherRace_0-4,Male_OtherRace_5-17,Male_OtherRace_18-29,Male_OtherRace_30-39,Male_OtherRace_40-49,Male_OtherRace_50-64,Male_OtherRace_65-74,Male_OtherRace_75+,Female_OtherRace_0-4,Female_OtherRace_5-17,Female_OtherRace_18-29,Female_OtherRace_30-39,Female_OtherRace_40-49,Female_OtherRace_50-64,Female_OtherRace_65-74,Female_OtherRace_75+
1001,Autauga County,AL,0,11.71258705,9.916815447,39.55775368,288.0850909,306.023451,85.65184499,96.05541747,0.04557057,201.040355,105021.1111,0.263015817,46433.83333,0.771370735,0.286126426,0.333,0.180815572,0.412120084,0.248100147,55869,5723,70,4,30,85,41,3,3,0.368973932,54571,1382,4168,2959,2838,3414,3848,1557,901,1293,4102,2931,2906,3372,4030,1848,1306,360,1150,735,611,617,729,237,95,314,1052,809,804,734,905,290,201,124,271,184,149,117,92,27,4,106,291,156,179,164,129,54,26
1003,Baldwin County,AL,0,10.07772305,11.09523765,40.28336005,290.2088608,305.5166332,89.73097231,97.97154375,0.094226935,217.4156265,158367.1587,0.097384809,45903.37778,0.784618938,0.174484679,0.31,0.174890326,0.366823677,0.273176723,223234,18344,228,4,30,398,50,5,4,0.754365499,182265,4397,12765,9577,9281,10852,16149,7973,5280,4409,12344,9517,9460,11107,17786,8551,6705,653,1815,1606,1047,1127,1424,425,212,602,1763,1559,1101,1252,1602,528,389,564,1032,1019,714,538,523,160,63,533,1021,803,664,550,541,166,116
1005,Barbour County,AL,0,10.98196705,9.935083888,40.22745074,289.2421072,306.0622486,88.63357171,97.37167482,0.210081479,33.8891,82200,0.474787749,33020.25,0.696278375,0.396694128,0.417,0.219999845,0.411823852,0.256694882,24686,1966,40,2,30,74,31,2,6,NA,27457,293,890,948,989,1131,1582,750,444,311,831,658,646,790,1510,759,648,465,1179,1407,1084,1035,1127,305,176,430,1154,1016,688,838,1187,400,384,89,136,265,135,67,60,12,7,114,123,169,85,56,60,12,12
1007,Bibb County,AL,0,11.99871473,7.832304963,38.37666164,287.3628325,305.982177,86.48586611,96.29307694,0.091389286,39.08677925,99318.56177,0.133431042,43257,0.803954704,0.26903339,0.376,0.191141999,0.422527486,0.256504893,22394,2319,52,2,30,35,35,2,2,NA,22915,546,1555,1282,1313,1393,1771,700,374,491,1386,1163,1089,1196,1690,804,628,142,425,738,659,502,455,90,61,149,356,374,257,291,336,107,105,24,63,71,44,33,39,13,8,26,38,31,31,25,25,9,7
1009,Blount County,AL,0,11.79302254,8.883647994,39.4513961,285.5656757,305.1788646,85.4491388,94.63094868,0.086405089,282.1519113,103779.4118,0.009831209,41491.08333,0.700121814,0.356165084,0.338,0.19208672,0.390598387,0.259236054,57826,5745,101,4,30,40,40,3,2,1.002977239,57322,1586,4852,3633,3366,3867,5225,2321,1299,1581,4534,3589,3322,3823,5478,2609,1983,33,70,66,57,48,76,18,17,32,77,48,41,51,80,26,21,186,467,412,296,214,181,52,20,198,490,302,251,193,158,53,20
1011,Bullock County,AL,0,11.31355676,7.385634809,40.1285494,288.6913288,305.8677188,89.1681225,97.13842046,0.273640798,14.49910325,87500,0.801096044,32392,0.809504912,0.550204549,0.372,0.22894664,0.415156791,0.254635909,10101,1087,29,2,30,61,39,3,6,NA,10914,53,126,193,252,273,392,158,107,45,119,77,82,100,247,146,137,276,653,689,565,588,822,224,124,241,658,577,435,501,762,293,258,73,65,163,67,15,21,11,2,54,67,117,44,18,15,3,6
1013,Butler County,AL,0,10.80414611,6.698572613,39.38752654,289.3199501,306.1584924,88.41467891,97.1173997,0.136124816,18.36076575,63750,0.387741862,32453.25,0.782217587,0.230427591,0.433,0.21765335,0.367612593,0.260980062,19448,1833,60,2,30,94,40,3,6,NA,20947,351,857,636,640,701,1334,569,383,314,768,707,615,760,1321,657,786,336,1014,727,442,463,739,256,155,317,924,847,637,666,930,316,326,27,66,32,33,24,32,14,7,27,55,27,39,29,21,17,3
1015,Calhoun County,AL,0,12.30684977,9.960872714,39.55537158,286.0322867,305.1069784,86.58536346,96.38513365,0.108199633,333.254175,127720,0.161796097,46977.2,0.725282788,0.220313884,0.385,0.206125604,0.403287144,0.261610664,113605,12102,235,4,30,590,47,5,4,0.870990062,118572,2429,7119,6950,5305,6123,9190,3719,2333,2255,6724,6933,5389,6027,9791,4365,4188,876,2514,2536,1313,1317,1921,517,278,920,2326,3022,1651,1650,2238,648,655,400,638,588,423,283,291,83,30,324,601,519,337,286,373,105,69
1017,Chambers County,AL,0,11.42308266,9.63076576,40.3144306,287.5812197,305.6673526,87.76759871,96.23720963,0.140610682,88.09215833,102733.3333,0.361951031,37719,0.748886892,0.334165561,0.401,0.193929271,0.373356445,0.267841354,33254,3219,78,3,30,115,46,4,5,1.467354728,34215,483,1535,1274,1139,1415,2246,1052,671,491,1421,1166,1119,1363,2394,1103,1240,443,1303,955,729,871,1217,382,179,430,1283,1086,930,957,1477,524,491,55,115,106,86,39,41,22,5,51,93,55,58,42,41,25,12
1019,Cherokee County,AL,0,12.17633443,8.65575617,40.9812822,285.2225696,305.2567209,87.75722354,96.03808884,0.135306723,56.265644,105260,0.043847885,38159,0.787454961,0.292013899,0.35,0.174986738,0.351947469,0.29301761,26196,1714,36,3,30,60,40,3,6,0.704591819,25989,653,1883,1415,1416,1765,2783,1344,648,601,1854,1442,1379,1654,2814,1420,1010,25,144,87,64,84,154,39,21,34,96,65,64,77,153,54,47,40,101,58,24,44,61,26,9,37,98,44,29,37,59,26,7
1021,Chilton County,AL,0,11.88992674,7.300690037,39.13674506,287.4454119,305.7702408,85.88084477,95.93478176,0.158805449,65.15430714,96142.85714,0.137348438,43070.57143,0.798135637,0.240758786,0.377,0.201889791,0.399035554,0.255538808,44428,3561,79,3,30,26,40,3,2,0.470107834,43643,1081,3299,2541,2458,2572,3675,1525,867,1167,3120,2552,2480,2525,3819,1643,1389,195,450,375,261,232,395,99,72,167,427,336,303,274,388,129,127,198,360,333,296,184,108,23,9,188,308,242,207,117,89,26,12
1023,Choctaw County,AL,0,10.41929561,6.703187578,37.65032259,289.0024351,306.6106306,88.20489928,96.91373597,0.176408516,13.1541053,54907.15776,0.413664058,31159.42857,0.804444665,0.445750971,0.413,0.187932483,0.354895552,0.280279148,12589,536,24,1,30,25,39,3,6,NA,13859,197,667,398,462,523,798,470,273,193,591,413,445,527,873,471,430,201,543,434,286,387,633,226,123,146,560,408,352,476,726,283,228,8,22,9,7,4,9,5,3,4,9,7,7,6,9,4,3
1025,Clarke County,AL,0,10.58968739,7.815250835,39.00350797,289.5414213,306.5398896,87.38195651,97.06148606,0.134689519,24.57662422,69837.77778,0.42309161,26443.68571,0.690823691,0.25913558,0.341,0.205796553,0.379396804,0.25861799,23622,3254,38,2,30,85,32,2,6,NA,25833,347,1143,845,737,993,1505,785,496,339,1185,764,836,969,1541,834,751,377,1232,773,609,715,961,305,180,351,1253,899,864,905,1123,415,374,32,56,39,25,20,26,8,5,22,52,38,21,22,40,11,10
1027,Clay County,AL,0,11.37618696,6.631721345,39.75729941,286.3918829,304.6604002,87.78888658,97.48251761,0.299835746,33.84274667,76100.34331,0.117521771,36142,0.681319585,0.433891159,0.406,0.196203542,0.369475733,0.268084495,13235,1333,50,2,30,45,40,3,6,NA,13932,320,941,677,664,810,1193,559,398,278,875,728,671,833,1219,636,578,66,224,166,117,147,176,76,35,66,182,159,151,156,208,89,48,42,61,51,34,31,28,14,3,29,60,28,27,27,38,10,3
1029,Cleburne County,AL,0,11.36288469,7.53553716,40.25202062,285.915958,304.4228568,87.91294318,97.6828699,0.12974303,36.1045425,93300,0.015497326,39794.25,0.769858908,0.41377981,0.373,0.183744658,0.378267804,0.268966615,14910,1296,28,2,30,0,40,3,6,NA,14972,419,1286,948,835,1020,1474,647,362,430,1124,948,846,1014,1470,678,578,16,44,33,27,40,48,19,11,16,43,45,21,41,46,29,19,34,58,42,31,24,28,5,2,23,58,18,18,18,25,7,4
1031,Coffee County,AL,0,10.91688031,7.975587665,39.72316354,289.7128747,306.1311374,87.31000077,97.28072165,0.071527789,87.203352,102460,0.098381738,42147,0.729621424,0.266224369,0.342,0.174447576,0.399743736,0.253446902,52342,4955,72,3,30,131,39,3,5,0.845863052,49948,1168,3099,3005,2385,2675,3531,1573,1064,1052,2966,2664,2376,2566,3736,1822,1648,278,841,657,545,528,769,213,146,286,864,673,589,566,855,300,249,281,528,575,349,212,194,50,18,238,483,391,296,218,299,67,60
1033,Colbert County,AL,0,11.19923274,13.00719958,39.59549424,284.6816744,305.1925749,86.95980546,95.5697313,0.101474925,373.593806,96800,0.176008835,41312,0.717658304,0.263571466,0.306,0.186588211,0.373261175,0.272243348,55241,5769,106,4,30,363,40,3,4,0.452897921,54428,1196,3479,2910,2488,3077,4555,2006,1459,1118,3290,2922,2626,3167,4821,2491,2184,286,796,627,466,559,823,290,173,275,813,715,556,652,997,393,347,143,276,156,122,102,116,34,20,116,246,143,122,83,126,40,26
1035,Conecuh County,AL,0,10.375138,7.676593652,39.54671929,289.6330384,306.1793597,88.50300769,97.42025044,0.101569873,18.06242,87820,0.238173061,35923.2,0.855597655,0.228852576,0.43,0.21107513,0.353698928,0.275554204,12067,1017,23,2,30,58,32,2,6,NA,13228,154,475,404,339,469,880,420,287,153,428,325,350,445,810,456,393,242,642,428,273,350,579,199,114,195,660,449,408,452,691,252,215,19,31,39,22,14,18,9,5,13,30,29,15,17,18,7,5
1037,Coosa County,AL,0,11.84138509,6.995570473,39.43332145,287.4297734,305.5248194,87.18013462,96.40850416,0.094827669,20.7520044,99100,0.194049864,41014,0.839989999,0.207905986,0.403,0.203999656,0.365298047,0.296850845,10663,694,20,2,30,0,39,3,5,NA,11539,161,621,392,431,559,979,423,261,148,502,454,437,478,997,451,354,105,329,256,198,252,398,131,67,106,308,229,232,316,388,144,123,17,27,38,31,20,22,5,4,24,22,26,23,25,18,6,1
1039,Covington County,AL,0,10.46682837,7.973382351,39.71233997,290.1757077,306.4426267,89.34498137,98.02485009,0.113242605,100.7771844,95751.85185,0.266453141,34914.88889,0.810998873,0.403736708,0.317,0.192494515,0.35852433,0.26934358,37049,3635,88,3,30,210,38,3,6,1.163667653,37765,926,2575,2068,1795,2111,3421,1515,1142,860,2365,2075,1793,2160,3557,1840,1819,196,539,353,243,285,403,126,62,138,508,407,327,321,461,189,158,67,147,71,59,56,82,29,17,78,124,65,52,58,80,26,16
1041,Crenshaw County,AL,0,10.81846112,6.404773538,39.66020121,289.2180197,306.110221,89.49499469,97.43898491,0.13464492,21.13986857,81971.42857,0.179823885,37282.57143,0.77773068,0.318562198,0.38,0.186469296,0.366762074,0.26822052,13772,1316,48,2,30,93,38,3,6,NA,13906,293,891,651,583,696,1084,442,277,288,790,630,628,707,1123,477,537,83,329,223,164,211,297,102,75,97,340,222,242,230,359,153,127,37,77,66,46,35,38,12,2,31,52,38,40,34,41,3,3
1043,Cullman County,AL,0,11.6999031,10.61158859,40.01993019,285.4334134,305.0486137,85.91564733,95.42083434,0.101323563,115.0666591,113527.2727,0.007505729,36965.36364,0.797770121,0.27799278,0.369,0.179010712,0.386071016,0.263071179,83768,8592,150,4,30,185,44,4,5,1.207238745,80406,2286,6622,5409,4739,5393,7636,3311,2067,2192,6132,5298,4651,5251,7985,3919,3242,20,89,108,76,47,67,23,21,21,71,118,34,45,73,25,18,219,402,410,289,209,203,53,20,193,394,297,233,191,193,69,42
1045,Dale County,AL,0,10.87222193,8.405515792,39.83476287,289.8225486,306.1688954,86.05208104,96.89369761,0.08288078,85.01207286,105171.5267,0.140058994,44733.71429,0.600011614,0.181055406,0.372,0.200573949,0.411048191,0.243279488,49172,4327,99,3,30,89,32,2,5,0.904325873,50251,1232,2990,3376,2433,2487,3680,1531,998,1300,2760,2869,2253,2445,3669,1788,1425,371,1138,853,544,557,771,179,108,340,1087,884,737,693,905,289,223,242,385,322,247,146,170,41,24,205,427,319,244,165,246,89,64
1047,Dallas County,AL,0,11.76477617,9.55173208,39.23564288,288.3639732,306.3338846,86.6117414,96.00506372,0.250403789,31.73972575,70887.5,0.681190148,27206.625,0.666016757,0.305200721,0.431,0.24088991,0.381181825,0.25481389,37196,3242,114,2,30,175,40,3,5,0.265940898,43820,275,844,673,582,844,1604,745,509,299,845,740,631,857,1661,806,854,1266,3352,2304,1512,1705,2482,846,377,1261,3222,2810,2079,2198,3045,1102,862,49,76,67,30,35,44,13,10,47,59,38,35,33,51,18,23
1049,DeKalb County,AL,0,10.66002804,8.021784539,41.83932013,283.9338088,303.8219788,88.86332411,97.44301036,0.122847653,91.35814133,97120,0.008570186,36650.33333,0.752837107,0.360901555,0.292,0.210282708,0.395871468,0.250550959,71513,8160,143,3,30,134,39,3,6,0.940881319,71109,1828,5325,4014,3766,4281,6147,2551,1560,1769,4992,3975,3821,4254,6413,2924,2467,32,105,92,79,77,101,35,18,36,109,64,78,79,108,38,27,695,1385,1116,887,518,365,91,45,686,1404,976,805,505,347,76,43
1051,Elmore County,AL,0,11.88318296,9.423403675,39.71847871,288.0805836,305.935176,87.15376153,96.20376982,0.061505554,203.18994,147911.1111,0.218187655,54230.88889,0.774763422,0.177258322,0.343,0.174525019,0.424004752,0.257243387,81209,8687,134,4,30,138,51,5,3,0.761858778,79303,1769,5232,3910,3824,4461,6233,2468,1336,1736,4880,4376,4360,4873,6501,2579,1917,502,1523,1988,1382,1151,1074,265,124,502,1507,1541,1321,1252,1159,336,273,180,338,317,204,173,171,45,19,170,368,254,220,209,206,47,27
1053,Escambia County,AL,0,10.55221065,11.74514196,39.41296182,290.1220185,306.2816795,88.60063356,98.22295412,0.117238456,52.15084,92000,0.292757297,34305.66667,0.726815616,0.234918439,0.394,0.224125846,0.400946577,0.258073763,36633,3569,50,3,30,142,37,3,6,0.47217518,38319,652,1823,1557,1629,1785,2582,1202,717,701,1738,1511,1359,1518,2520,1344,1146,396,1047,1318,1273,944,1130,325,173,393,1181,872,742,694,1003,399,330,128,242,257,176,166,172,53,19,115,263,178,123,140,179,61,43
1055,Etowah County,AL,0,12.19161472,10.17957959,40.34786159,285.3196532,305.0557873,85.68263881,95.06205999,0.086885563,382.9754073,102252.3209,0.093738097,46061.36364,0.729264441,0.249516085,0.355,0.201473986,0.383134778,0.266372826,102268,12595,254,5,30,739,39,3,4,1.146860296,104430,2344,6878,5566,5012,5825,8914,3718,2503,2098,6455,5502,5225,5859,9380,4410,4134,512,1679,1401,952,917,1325,345,194,556,1556,1487,1118,1138,1648,478,490,313,654,556,353,313,268,57,27,317,624,403,295,233,246,89,63
1057,Fayette County,AL,0,11.05785319,9.061465047,39.17286138,286.1744122,305.8911871,87.54124094,96.50598591,0.100901738,30.732315,59851.39394,0.042979451,32101.33333,0.85437883,0.377673483,0.41,0.180015933,0.364309611,0.274100214,16302,1865,39,2,30,61,35,2,6,NA,17241,438,1287,999,832,1043,1552,745,467,389,1123,950,860,1036,1644,852,693,62,194,157,97,127,212,75,37,45,161,146,101,142,231,78,104,37,36,28,24,17,30,8,3,26,39,33,11,20,28,10,12
1059,Franklin County,AL,0,10.14973519,7.072573936,39.65432422,284.7533524,305.1689478,87.09186714,95.63896858,0.120591808,41.57163,86671.42857,0.022603573,36354.71429,0.742580692,0.320743885,0.343,0.19250583,0.395929151,0.247389845,31362,3853,60,2,30,125,42,3,6,0,31704,793,2211,1855,1586,1794,2610,1184,786,774,2141,1757,1637,1826,2765,1424,1177,40,114,110,81,91,119,45,30,41,108,96,56,90,113,48,46,333,539,608,465,245,140,30,19,285,488,375,333,149,111,25,11
1061,Geneva County,AL,0,10.63804515,7.872396181,39.35714529,290.2349699,306.1429841,87.5357147,97.90730567,0.138810157,52.36872125,89097.36667,0.090296913,42998.375,0.791153967,0.288817105,0.387,0.200036033,0.364353566,0.273743725,26271,2278,52,3,30,83,26,1,4,1.395514099,26790,670,1901,1487,1272,1672,2490,1127,721,611,1743,1529,1314,1620,2528,1308,1134,66,240,179,170,164,227,82,46,73,259,185,172,190,289,121,76,80,135,122,70,74,80,27,3,76,137,81,70,61,79,21,8
1063,Greene County,AL,0,11.29867366,11.63764361,38.49605658,287.524855,306.3310602,86.33005362,95.63387283,0.254254538,13.6530825,57375,0.757924997,22264.10714,0.763604052,0.383226568,0.355,0.246328187,0.356122492,0.27328438,8111,810,27,1,30,20,38,3,6,NA,9045,40,91,71,72,100,245,103,82,26,61,57,57,92,250,114,114,229,755,583,331,363,731,250,178,247,712,586,387,517,894,288,319,8,9,8,7,6,8,1,0,5,11,10,4,12,6,3,2
1065,Hale County,AL,0,11.56663619,8.794042073,37.77787645,287.9655645,306.4421935,84.49631839,95.56035032,0.258516298,22.6995,90540,0.627565098,32991.4,0.807742654,0.319314246,0.404,0.220772913,0.38154294,0.258313212,14651,1971,55,2,30,39,35,2,4,NA,15760,161,431,406,323,439,783,320,221,177,484,378,305,448,708,351,331,296,1025,675,467,541,830,275,173,300,981,727,627,714,989,334,347,8,22,18,9,12,22,5,4,12,18,18,13,14,9,7,2
1067,Henry County,AL,0,10.68915457,7.245907162,39.73868985,289.6595465,306.1883593,87.20693042,97.20814881,0.1553586,25.80526,83250,0.30225749,37223,0.801171904,0.292568569,0.363,0.184298454,0.357996497,0.27793459,17205,1696,32,2,30,0,31,2,4,NA,17302,309,990,611,699,772,1346,663,382,279,896,674,746,788,1446,670,594,128,468,336,291,276,510,162,92,141,492,356,311,360,565,235,219,38,71,53,33,38,21,11,2,42,64,31,24,28,25,7,7
1069,Houston County,AL,0,11.04480204,10.27936068,39.14286543,290.4072363,306.4202526,86.20719211,97.28695617,0.105386014,201.22198,107270,0.181077322,42478,0.719382272,0.247774413,0.381,0.192497828,0.392220109,0.258538561,105882,9536,210,4,30,782,42,3,4,0.880362689,101547,2086,5803,4746,4358,4998,7325,3066,2115,1893,5592,4790,4392,5048,7900,3636,3305,1083,2954,2130,1496,1456,1996,575,356,1070,2832,2542,2087,1899,2296,749,655,310,544,454,310,264,229,60,26,289,470,385,299,255,291,82,50
1071,Jackson County,AL,0,10.89091125,7.075958582,41.85310029,283.8361672,304.010506,88.74888249,97.01939459,0.178649408,46.974723,96616.61176,0.022231331,35506.20728,0.756132988,0.293779466,0.387,0.199589209,0.377427979,0.276802137,51626,6254,73,3,30,170,45,4,5,0.707770589,53227,1353,4052,3103,2920,3402,5189,2436,1256,1239,3851,3090,3007,3346,5441,2632,2031,53,176,128,128,100,193,45,37,53,178,113,107,122,199,84,65,129,398,294,245,178,233,69,22,148,355,229,261,197,244,57,39
1073,Jefferson County,AL,0,13.75314027,17.53592142,38.49245343,286.6692398,305.7560699,84.53910378,94.41253861,0.14504469,1208.01435,138673.5043,0.432544436,46449.78266,0.657698516,0.225103788,0.346,0.176220453,0.414587293,0.252614932,658573,67359,1164,5,30,4926,52,5,1,0.589976196,658466,9813,25086,27324,22539,23755,35893,13066,11035,9205,24063,28161,21835,23959,38156,16162,19114,10532,27753,22758,16114,16013,23124,5857,3701,10402,27028,26776,20553,20380,29291,8375,7868,1968,3495,4604,3325,2001,1489,394,174,1977,3206,3621,2689,1654,1481,419,278
1075,Lamar County,AL,0,10.63998538,6.929027014,38.95180278,286.2363564,306.2128246,88.06948285,95.92851451,0.154710491,20.630887,70280,0.102647849,37936.8,0.755587176,0.405070677,0.357,0.20430552,0.361353867,0.273042676,13805,1251,29,2,30,0,45,4,6,NA,14564,381,989,744,705,884,1414,672,401,344,968,704,768,817,1411,745,679,42,164,119,74,108,160,46,35,53,167,123,109,137,178,66,62,19,43,27,19,20,16,11,4,22,35,21,9,13,25,7,4
1077,Lauderdale County,AL,0,11.10393634,11.7409739,39.97565988,284.4520553,305.0311536,87.21355741,95.98955022,0.087586503,244.8785475,121662.5,0.049364944,46953.75,0.774017856,0.218049699,0.325,0.166560043,0.393957611,0.262847583,92729,8216,160,4,30,358,45,4,4,1.199679125,92709,2031,6255,6258,4365,5324,8076,3620,2515,2038,6051,6334,4592,5546,8836,4212,4059,301,824,977,494,533,721,241,128,367,885,1071,557,712,860,313,273,208,430,445,219,148,180,65,21,213,379,390,199,142,195,69,37
1079,Lawrence County,AL,0,11.08354753,9.337289758,40.47231465,284.9001526,305.0171109,85.99587086,95.73046541,0.108380595,60.74078429,97628.57143,0.167384896,43515.28571,0.816691537,0.369600612,0.326,0.201876462,0.39200604,0.272545762,32924,2665,73,3,30,98,39,3,4,0.41232568,34339,790,2155,1778,1556,2130,2782,1246,648,812,2024,1766,1619,2111,2861,1326,1043,120,329,299,195,274,427,139,69,113,317,276,227,346,469,188,150,162,496,317,282,229,279,64,25,159,487,313,264,263,313,71,30
1081,Lee County,AL,0,11.81775128,13.4005664,40.05210009,287.9544085,305.6987916,84.63987597,95.47229707,0.096611133,332.6132063,135525,0.313784184,41039.21429,0.627894877,0.183454209,0.299,0.175601404,0.516944863,0.206109778,164542,13958,128,4,30,314,49,5,4,0.574815206,140247,2862,7594,15399,5796,5967,7713,2813,1707,2632,7211,14760,5946,5968,8071,3095,2472,1143,3230,3230,1842,2034,2390,597,297,1175,3203,3581,2447,2413,2826,840,653,451,820,1495,767,513,331,104,31,424,846,1029,595,437,390,78,29
1083,Limestone County,AL,0,11.48298456,13.78245882,40.48163066,284.3161999,304.8222517,86.76134264,95.25948929,0.119900804,137.9507189,174599.2,0.132367386,67285,0.795361128,0.263957217,0.339,0.181733566,0.411755657,0.265366148,98915,8753,107,4,30,102,51,5,3,0.731228941,82782,2080,5726,4649,4486,5415,6856,2657,1436,1935,5434,4515,4263,5126,6862,2852,2214,265,892,1011,997,1074,930,222,122,316,897,729,711,824,927,285,227,399,777,701,523,344,268,57,23,357,781,527,445,305,248,56,36
1085,Lowndes County,AL,0,11.51676524,8.638920672,39.67128303,288.7390249,306.2169217,86.78857295,96.26353745,0.242662329,18.69344667,91116.66667,0.645216912,35021,0.756343842,0.321846493,0.469,0.226159112,0.383763303,0.259425544,9726,1249,39,2,30,0,39,3,3,NA,11299,83,206,122,136,205,384,199,110,56,175,116,145,224,361,205,132,268,794,630,420,534,745,271,121,325,779,736,495,676,913,301,302,8,19,11,6,3,7,6,1,6,13,9,6,11,17,4,3
1087,Macon County,AL,0,11.72926496,9.988779226,39.90866033,288.5168738,306.0802245,87.40974377,96.39149435,0.101205852,309.6945554,80580,0.759642583,35772.2,0.703478188,0.230212881,0.496,0.214146964,0.432273996,0.24582787,18068,1303,39,4,30,0,36,2,6,NA,21452,80,204,226,187,242,425,186,123,86,202,239,174,244,392,168,141,487,1400,1895,792,885,1598,527,378,470,1387,2572,898,1093,1865,764,718,21,28,66,20,11,34,8,3,25,30,63,27,20,33,7,8
1089,Madison County,AL,0,12.06690214,14.07955499,40.69892327,284.2283851,304.5474562,87.68710135,95.42587634,0.080738667,787.4049105,168123.8931,0.214702518,64859.66667,0.675800871,0.158986924,0.329,0.168201727,0.419501035,0.261017505,372909,29906,306,5,30,1178,51,5,3,0.519201908,334811,6367,19244,17186,13511,18505,23844,8628,6139,6011,18122,15502,13514,18769,23643,10246,9049,2784,7874,9267,4776,4905,5741,1525,784,2814,7441,10367,5927,5975,6891,1951,1354,1444,3031,3087,2092,1605,1487,346,148,1449,2909,2433,1995,1621,1805,455,248
1091,Marengo County,AL,0,11.07377767,8.878261628,38.54471944,288.4188436,306.4240659,86.96560726,96.49836057,0.211410493,20.58594033,78779.25926,0.533170178,29941.61905,0.747943511,0.288528476,0.422,0.213560004,0.36748675,0.25987015,18863,2191,37,2,30,99,39,3,6,NA,21027,264,820,534,516,649,1061,498,412,253,748,566,543,683,1027,589,588,353,1120,796,503,650,1008,341,192,375,1100,880,744,803,1232,374,401,23,45,45,23,23,24,9,4,39,51,31,33,16,22,11,5
1093,Marion County,AL,0,10.45550887,6.903371126,39.50978775,285.3098638,305.5488701,89.1419192,96.53223783,0.097274813,36.26482714,84785.71429,0.025018831,34538.85714,0.763197926,0.318156683,0.368,0.190602036,0.367020003,0.274176697,29709,2632,76,2,30,120,44,4,6,0.230717519,30776,813,2440,1769,1679,2064,3038,1491,865,734,2143,1867,1685,2040,3083,1662,1418,37,101,112,134,139,134,40,26,22,80,65,67,66,94,39,28,53,90,80,51,56,45,30,6,53,99,52,48,45,53,27,13
1095,Marshall County,AL,0,11.53790471,9.424092678,41.33831186,284.7272063,304.5666624,86.02031413,94.7088689,0.098156219,165.8809667,112566.6667,0.01460565,41231.55556,0.725364748,0.248635203,0.344,0.210178535,0.389912776,0.253295867,96774,10827,160,4,30,240,40,3,5,1.261842838,93019,2518,7151,5611,4839,5663,8022,3604,2155,2385,6801,5557,5050,5749,8636,4183,3540,53,147,184,113,126,111,38,13,62,143,127,87,103,117,35,35,762,1313,1460,929,525,385,81,40,766,1158,1008,752,408,336,72,66
1097,Mobile County,AL,0,10.69049756,14.18843019,39.92292414,289.9269906,305.5041361,89.42324707,98.07586712,0.151608758,980.5351158,113577.1551,0.337918529,43734.87879,0.674665099,0.23280799,0.363,0.193699692,0.408156034,0.251149615,413210,33311,627,5,30,1929,46,4,3,0.990691897,412992,7293,20125,19316,15604,17140,25740,9829,6564,7076,19005,19638,15185,17522,26477,11508,10625,5919,15982,11501,7693,8060,11392,3311,1900,5653,15552,13847,9940,10085,13768,4512,3877,1104,2429,2524,1678,1347,1400,382,141,1114,2329,2108,1439,1244,1442,443,229
1099,Monroe County,AL,0,10.56408426,8.550393872,38.84605863,289.5715044,306.324931,87.54356107,97.10948332,0.220563151,76.53067967,78221.93299,0.457057351,24889.26667,0.563777599,0.339666596,0.418,0.23257539,0.372116858,0.262617337,20733,1596,23,3,30,94,37,3,6,NA,23068,352,1113,770,676,876,1393,614,441,302,1049,694,716,902,1417,724,679,335,1086,717,515,590,856,271,151,331,998,759,654,692,1002,325,332,31,100,50,36,44,59,20,13,31,113,48,38,42,63,30,18
1101,Montgomery County,AL,0,12.75182211,16.65847549,39.71716488,288.8191106,306.2552044,86.91860563,95.96564057,0.105957017,858.5133505,139756.2176,0.527869072,48987.1875,0.598501646,0.231605949,0.377,0.196831529,0.4338944,0.238498458,226486,21058,383,5,30,1143,52,5,3,0.827086591,229363,2331,6127,7105,5615,6234,9809,3945,3160,2157,5836,6364,5198,6136,10650,4820,5169,4956,12809,12546,7815,7206,8886,2426,1378,4717,12636,14435,9642,8915,11049,3282,2779,857,1425,1708,1259,853,518,134,65,854,1462,1243,1143,751,695,161,102
